index,sentence,subsentence_detail,score_detail,fiscal_stance,fiscal_analysis,economic_condition,monetary_policy,other_policies,risk,no_topic,fiscal_stance_dum
20130418_1_1,Comprehensive and ambitious consolidation plans and entitlement reform are instrumental given tradeoffs facing fiscal policy,"└── instrumental 0 -1 fiscal_stance
","{'polarity': [('consolidation', -1), ('reform', -1), ('entitlement', -1)], 'degree': []}",-2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130418_1_17,"Like fiscal policy, the pace of financial reform to safeguard stability—such as higher capital and liquidity buffers—should be carefully calibrated to support bank lending and real growth, while avoiding unnecessary delays that can be a source of regulatory uncertainty that can deter the willingness to lend","└── calibrate 0.0 0.0 other_policies
    ├── buffer 0 0.0 other_policies//
    ├── growth 0 0.0 economic_condition,fiscal_analysis//
    └── avoid 0.0 0.0 //
        └── deter 0 0.0 
","{'polarity': [('support', 1), ('reform', -1), ('higher', 1), ('delay', -1), ('uncertainty', -1), ('willingness', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130418_1_12,"Central banks must decide what more, if anything, to do and prepare for an eventual exit from unconventional monetary policies","└── decide 0.0 0.0 monetary_policy
    └── do 0.0 0.0 monetary_policy,other_policies
        └── prepare 0 0.0 //
","{'polarity': [('exit', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130418_1_7,"Minimal room remains to lower policy rates in key advanced economies, except the euro area, and monetary transmission may be hindered by the state of the financial sector","└── remain 0.0 0.0 other_policies
    └── hinder 0 0.0 monetary_policy//
","{'polarity': [('lower', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130418_1_13,Financial policies need to secure stability and support recovery,"└── need 0 0.0 other_policies
","{'polarity': [('support', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130418_1_3,"In Japan, the recent fiscal stimulus makes developing a credible fiscal plan that stabilizes and reduces debt even more urgent","└── make 0.0 -1 fiscal_stance
    └── stabilize 0.0 0.0 
        └── reduce 0 0.0 //
","{'polarity': [('stimulus', 1), ('stabilize', 1), ('reduce', -1)], 'degree': []}",-2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130719_1_6,"More needs to be done in the euro area, where the growth outlook is very weak, unemployment is high, and inflation is projected well below the 2 percent target","└── need 0.0 0 fiscal_stance,other_policies
    ├── high 0.0 0.0 other_policies
    │   └── weak 0 0.0 economic_condition//
    └── project 0 0.0 //
","{'polarity': [('below', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130719_1_11,The breathing space provided by exceptionally accommodative monetary policies should be used by authorities to tackle underlying issues that prevent a solid return to growth,"└── use 0.0 0.0 monetary_policy
    └── prevent 0 0.0 fiscal_analysis
","{'polarity': [('accommodative', 1), ('solid', 1)], 'degree': [('exceptionally', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_16,"In the United States, while underlying growth has been relatively robust, there is still a long way to go on the labor market, as unemployment remains high and labor force participation below trends","├── robust 0 0.0 fiscal_analysis//
└── remain 0 0.0 other_policies//
","{'polarity': [('below', -1)], 'degree': [('robust', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130719_1_21,"In the future, careful communication about the eventual exit from monetary stimulus will help reduce volatility in global financial markets","└── help 0 0.0 monetary_policy,other_policies
","{'polarity': [('exit', -1), ('stimulus', 1), ('reduce', -1), ('volatility', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_12,"In Japan, the BoJ’s objective to raise inflation to 2 percent and the sweeping enhancements to the monetary framework are welcome",,"{'polarity': [('raise', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130719_1_3,"Broadly speaking, monetary policy accommodation should continue to play its supportive role, given low inflation and still large output gaps, and fiscal adjustment should be measured, while being anchored by a credible medium-term roadmap for sustainability","└── continue -1.5 0.0 monetary_policy
    ├── gap 0 0.0 fiscal_analysis//
    └── measure -0.5 -1 fiscal_stance,fiscal_analysis//
        └── anchor 0 -0.5 fiscal_stance//
","{'polarity': [('accommodation', 1), ('supportive', 1), ('adjustment', -1), ('sustainability', -1)], 'degree': [('medium-term', 0.5)]}",0.0,0.0,0.0,-1.5,0.0,0.0,0,0.0
20130719_1_17,"The Fed’s policy should thus remain accommodative, including through its UMP, as benefits still outweigh the costs","└── remain 0.0 0.0 monetary_policy
    └── ump 0 0.0 //
","{'polarity': [('accommodative', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_26,"Several countries have already cut policy rates in response to the recent weakness in activity (for example, India, Korea)","└── cut 0 0.0 fiscal_analysis,other_policies
","{'polarity': [('cut', -1), ('weakness', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_5,"Monetary policy needs to remain accommodative until the recovery is well established, while containing potentially adverse side effects","└── need 0.0 0.0 monetary_policy
    └── establish 0.0 0.0 //
        └── contain 0 0.0 economic_condition//
","{'polarity': [('accommodative', 1), ('contain', -1), ('adverse', -1)], 'degree': [('potentially', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_2,Supporting growth and creating jobs is the main challenge in the major advanced economies,"└── support 0.0 0.0 other_policies
    └── create 0 0.0 fiscal_analysis,other_policies//
","{'polarity': [('support', 1), ('challenge', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_1,"In advanced economies, macroeconomic policies should support growth","└── support 0 0.0 other_policies
","{'polarity': [('support', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_9,"One such option could be a longer term LTRO combined with a review of current collateral policies, particularly on loans to SMEs","└── ltro 0 0.0 other_policies
","{'polarity': [], 'degree': [('particularly', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_13,"Despite some signs of increasing inflation expectations, it is not yet well-entrenched",,"{'polarity': [('increase', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130719_1_19,"There are incipient signs of rising exposure to both interest rate and credit risk in regional banks that require increased vigilance, as low interest rates squeeze interest margins","└── require 0 0.0 fiscal_analysis
","{'polarity': [('rise', 1), ('increase', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130719_1_34,"Priority should be given to fiscal consolidation (particularly in countries where current account deficits are widening), with monetary policy remaining the first line of defense","└── give 0.5 -4.0 monetary_policy,fiscal_stance
    └── widen 0 1 fiscal_stance
","{'polarity': [('consolidation', -1), ('widen', 1), ('deficit', 1)], 'degree': [('priority', 2.0), ('particularly', 2.0)]}",-7.5,0.0,0.0,-7.5,0.0,0.0,0,1.0
20130719_1_27,"In Latin America, economies are operating close to speed limit, which restricts available policy room","└── restrict 0 0.0 fiscal_analysis,other_policies
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130719_1_25,"Monetary policy should have some leeway to ease in emerging Asia, especially in 2014, as the output gap re-opens, core inflation falls, and inflation expectations are well anchored","└── have 0.0 0.0 monetary_policy,fiscal_analysis
    ├── fall 0.0 0.0 
    │   └── re-open 0 0.0 other_policies//
    └── anchor 0 0.0 monetary_policy//
","{'polarity': [('ease', -1), ('fall', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_23,Requirements differ across countries,"└── differ 0 0.0 fiscal_analysis
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_35,"In some (for example India), the magnitude of fiscal problems requires an overhaul of tax and subsidy policies.","└── require 0 0.0 fiscal_analysis,other_policies
","{'polarity': [('problem', -1), ('tax', -1), ('subsidy', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_24,"Monetary easing can be the first line of defense against liquidity pressures and downside risks where inflation is firmly anchored, although capital flow reversals, external financing needs, and financial stability risks might constrain scope for action in some countries","└── line 0.0 0.0 monetary_policy
    ├── risk 0 0.0 risk,fiscal_analysis//
    └── anchor 0.0 0.0 //
        └── constrain 0 0.0 other_policies//
","{'polarity': [('ease', -1), ('downside', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_10,The recent forward guidance provided by the ECB to anchor interest rate expectations was a welcome step,,"{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130719_1_20,"Vulnerabilities may also be building in the non-bank financial sector, with a rapid expansion of agency real estate investment trusts (REITs), weakening underwriting standards in the leveraged loan market (covenant-lite loans issuance has returned to pre- crisis levels), and higher credit and liquidity risks taken by pension funds and insurance companies","└── build 0.0 0.0 fiscal_analysis
    ├── standard 0.0 0.0 //
    │   └── return 0 0.0 fiscal_analysis
    └── credit 0.0 0.0 fiscal_analysis//
        ├── risk 0 0.0 //
        └── company 0 0.0 //
","{'polarity': [('investment', 1), ('weaken', -1), ('crisis', -1), ('higher', 1)], 'degree': [('rapid', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_30,Fiscal and structural policies,"└── fiscal 0.0 0 fiscal_stance,fiscal_analysis
    └── policy 0 0.0 other_policies//
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130719_1_7,Conventional monetary policy should be eased further,"└── ease 0 0.0 monetary_policy
","{'polarity': [('ease', -1)], 'degree': [('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_18,"At the same time, strong prudential oversight and supervision of the financial system is essential to address emerging vulnerabilities in both the bank and non-bank financial sector owing to ultra low interest rates","└── essential 0.0 0.0 other_policies
    └── sector 0 0.0 other_policies//
","{'polarity': [('strong', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_29,"Brazil continues to face a considerable inflation challenge, with inflation exceeding the upper limit of the inflation target band, which requires further monetary tightening","└── continue 0.0 0.0 economic_condition
    └── require 0 0.0 monetary_policy
","{'polarity': [('challenge', -1), ('exceed', 1), ('tightening', -1)], 'degree': [('considerable', 2.0), ('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_14,Considerable uncertainty remains about the commitment of the government to put in place the complete package of policies required for a successful outcome,,"{'polarity': [('uncertainty', -1)], 'degree': [('considerable', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130719_1_22,Monetary policy,"└── policy 0 0.0 monetary_policy
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_8,"Targeted unconventional measures should play a role in addressing uncertainties about term funding availability for banks and the lack of credit for nonfinancial corporations, in particular SMEs","└── play 0.0 0.0 fiscal_analysis
    └── address 0.0 0.0 //
        └── lack 0 0.0 fiscal_analysis//
","{'polarity': [('uncertainty', -1), ('lack', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_31,Policymakers should also address structural obstacles to continued high growth while rebuilding fiscal policy buffers,"└── address 0.0 0.0 other_policies
    └── rebuild 0 0.0 other_policies//
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_4,Financial sector reforms also need to be urgently completed,"└── need 0 0.0 other_policies
","{'polarity': [('reform', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_32,Public debt is above pre- crisis-levels in most countries and structural issues and lower potential output point to lower fiscal space than previously estimated,"└── pre 0.0 0.0 fiscal_analysis
    └── estimate 0.0 0.0 fiscal_analysis//
        ├── issue 0 0.0 fiscal_analysis,other_policies//
        └── point 0 0.0 fiscal_analysis,other_policies//
","{'polarity': [], 'degree': [('potential', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_33,Buffers should be rebuilt to create space for action should downside risks materialize,"└── rebuild 0 0.0 fiscal_analysis
","{'polarity': [('downside', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_28,"In economies where monetary policy is still very accommodative and inflation above target, some monetary policy tightening may be needed to bring inflation back to target","└── need 0.0 0.0 monetary_policy
    └── accommodative 0 0.0 monetary_policy
","{'polarity': [('accommodative', 1), ('tightening', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130719_1_15,"While the recent cabinet decision on the fiscal and growth strategies is welcome, more concrete and decisive measures should be formulated in the near future",,"{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20141115_1_3,"However, the unbalanced recovery across economies suggests that challenges faced by central banks differ, with well-crafted communication continuing to play a critical role, given that protracted monetary support has raised financial stability concerns: In the United States, with growth expected to increase above trend in the remainder of 2014 and 2015, the main policy issue is the appropriate speed of monetary policy normalization","└── speed 0.0 0.0 monetary_policy,other_policies
    ├── suggest 0.0 0.0 //
    │   └── differ 0 0.0 monetary_policy,fiscal_analysis
    └── raise 0.0 0.0 fiscal_analysis//
        └── 2015 0 0.0 //
","{'polarity': [('challenge', -1), ('raise', 1), ('support', 1), ('concern', -1), ('increase', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20141115_1_12,"It will also make systemic institutions more resilient, help contain pro-cyclical asset price and credit dynamics, and cushion the consequences of liquidity squeezes if volatility spikes","└── make 0.0 0.0 other_policies
    ├── help 0.0 0.0 //
    │   └── dynamics 0 0.0 other_policies//
    └── cushion 0.0 0.0 //
        └── squeeze 0 0.0 fiscal_analysis
","{'polarity': [('contain', -1), ('volatility', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20141115_1_10,Excessive risk-taking may have built in some sectors—credit booms in a number of smaller advanced economies and the underpricing of risks in certain segments of United States financial markets—after more than five years of exceptionally low rates,"└── build 0.0 0.0 fiscal_analysis
    └── underpricing 0 0.0 fiscal_analysis//
","{'polarity': [('excessive', -1)], 'degree': [('exceptionally', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20141115_1_14,"Fiscal consolidation should proceed gradually, anchored in credible medium-term plans, which are lacking in some countries (notably Japan and the United States)","└── proceed 0.0 -0.25 fiscal_stance
    └── lack 0.0 0.0 fiscal_analysis
        └── state 0 0.0 //
","{'polarity': [('consolidation', -1)], 'degree': [('gradually', 0.5), ('medium-term', 0.5), ('notably', 2.0)]}",-0.5,0.0,0.0,0.0,0.0,0.0,0,1.0
20141115_1_2,"With output gaps still large, and inflation running below target, accommodative monetary conditions remain essential to support demand","└── remain 0 0.0 monetary_policy
","{'polarity': [('below', -1), ('accommodative', 1), ('support', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20141115_1_6,"In Japan, monetary policy has helped lift inflation and inflation expectations","└── help 0.0 0.0 monetary_policy,fiscal_analysis
    └── lift 0 0.0 economic_condition
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20141115_1_9,Macro-prudential tools should be the first line of defense against financial stability risks,,"{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20141115_1_16,"When there is economic slack and monetary accommodation, short-run demand effects are stronger, and the boost in output can lead to a decline in the public-debt-to-GDP ratio","├── be 0.0 0.0 //
│   └── accommodation 0 0.0 monetary_policy//
└── lead 0 0.0 fiscal_analysis//
","{'polarity': [('slack', -1), ('accommodation', 1), ('boost', 1), ('decline', -1)], 'degree': [('stronger', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20141115_1_1,Prospects for an uneven recovery points to an asynchronous unwinding of monetary stimulus in advanced economies,"└── prospects 0 0.0 monetary_policy,fiscal_analysis
","{'polarity': [('unwind', -1), ('stimulus', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20141115_1_7,"On October 31 st , the Bank of Japan (BoJ) expanded its Quantitative and Qualitative Monetary Easing (QQE) framework by accelerating purchases of JGBs (and extending their maturity) and tripling the purchases of private assets, which should support domestic demand","└── expand 0.0 0.0 monetary_policy
    ├── triple 0 0.0 fiscal_analysis,other_policies//
    └── support 0 0.0 fiscal_analysis,other_policies
","{'polarity': [('expand', 1), ('easing', -1), ('support', 1), ('accelerate', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20141115_1_15,"At the same time, the design of fiscal policy should support growth, including by enhancing infrastructure investment (see Annex) where needs have been identified, there is slack in the economy, and investment processes are relatively efficient (for example, Germany and the United States)",,"{'polarity': [('support', 1), ('investment', 1), ('slack', -1), ('investment', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20141115_1_20,"In some economies (Brazil, India, Turkey), maintaining the course of fiscal consolidation is critical, given large fiscal deficits and high inflation in some cases, and high external borrowing that has increased exposure to external funding risks in others","└── economy -0.5 0.0 other_policies
    ├── critical 0.0 -1 fiscal_stance,fiscal_analysis
    │   └── inflation 0 0.0 //
    └── increase 0 0.0 fiscal_analysis
","{'polarity': [('consolidation', -1), ('deficit', 1), ('increase', 1)], 'degree': []}",0.0,0.0,0.0,0.0,-0.5,0.0,0,0.0
20141115_1_8,"For these measures to succeed, they need to be supported by growth and fiscal reforms","└── need 0.0 -1 fiscal_stance,other_policies
    └── succeed 0 0.0 fiscal_analysis//
","{'polarity': [('support', 1), ('reform', -1)], 'degree': []}",-2.0,0.0,0.0,0.0,-2.0,0.0,0,1.0
20141115_1_11,Deploying macro-prudential tools—which in some cases may require changes to regulatory and legal structures—is essential to limit financial risks and reduce the risk of monetary policy tightening not warranted by the cyclical position,"└── essential 0.0 0.0 other_policies
    └── reduce 0 0.0 monetary_policy,other_policies//
","{'polarity': [('limit', -1), ('reduce', -1), ('tightening', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20141115_1_13,"Fiscal policy should be growth friendly, with the pace and composition of fiscal adjustment—where needed—attuned to supporting the recovery","└── growth 0.0 -1 fiscal_stance
    ├── composition 0 0.0 fiscal_analysis//
    ├── need 0 0 fiscal_stance,other_policies//
    └── support 0 0.0 //
","{'polarity': [('adjustment', -1), ('support', 1)], 'degree': []}",-2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20141115_1_4,The timing of the policy rate increase should be attuned to inflation and labor market developments,,"{'polarity': [('increase', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20141115_1_18,In response to negative growth surprises in the euro area flexibility within the fiscal governance framework could and should be used where possible to avoid triggering additional consolidation efforts,"└── use 0 -0.5 fiscal_stance
","{'polarity': [('consolidation', -1)], 'degree': [('possible', 0.5)]}",-1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20141115_1_21,Monetary policy tightening may also be necessary should inflation expectations worsen.,"└── necessary 0.0 0.0 monetary_policy
    └── worsen 0 0.0 other_policies
","{'polarity': [('tightening', -1), ('worsen', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20141115_1_17,"Provided that there is space, a supportive fiscal stance can help offset short-term adverse effects of structural reforms on aggregate demand, bringing forward the growth benefits","└── provide 0.0 0.0 fiscal_analysis,other_policies
    ├── be 0 0.0 fiscal_analysis
    └── bring 0 0.0 fiscal_analysis//
","{'polarity': [('supportive', 1), ('offset', -1), ('adverse', -1), ('reform', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20141115_1_19,"Finally, the pace of fiscal withdrawal in 2014–15 is broadly appropriate in Japan, but a post-2015 consolidation plan remains needed","└── appropriate -1 0.0 fiscal_analysis
    └── remain 0 -1 fiscal_stance//
","{'polarity': [('consolidation', -1)], 'degree': []}",0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0
20141115_1_5,"In the United Kingdom, still accommodative monetary policy has been combined with macro- prudential tools to contain financial stability risks","└── combine 0.0 0.0 monetary_policy
    └── contain 0 0.0 economic_condition//
","{'polarity': [('accommodative', 1), ('contain', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_13,"The unbalanced recovery across economies suggests that low inflation would pose challenges to central banks, although to a different degree",,"{'polarity': [('challenge', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20150209_1_8,"While lower oil prices should boost domestic demand, accommodative monetary conditions remain essential in most advanced economies, given still sizable output gaps","└── remain 0.0 0.0 monetary_policy
    └── boost 0 0.0 fiscal_analysis,other_policies//
","{'polarity': [('boost', 1), ('accommodative', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_1,"Advanced economies should maintain supportive policies, given still substantial output gaps and below-target inflation","└── maintain 0.0 0.0 monetary_policy,fiscal_analysis
    └── inflation 0 0.0 economic_condition//
","{'polarity': [('supportive', 1)], 'degree': [('substantial', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_15,"The Fed’s employment and inflation objectives should guide policy decisions and the beginning of normalization of the monetary policy stance, which is currently expected around mid-2015","└── guide 0.0 0.0 monetary_policy,other_policies
    └── beginning 0.0 0.0 monetary_policy//
        └── expect 0 0.0 
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_32,"Some will have to strengthen their monetary frameworks to avert the possibility that depreciation will lead to persistently higher inflation and further depreciation, and to adapt to the prospects of a protracted deterioration in terms of trade","├── lead 0.0 0.0 
│   └── depreciation 0 0.0 fiscal_analysis,other_policies//
└── adapt 0 0.0 fiscal_analysis//
","{'polarity': [('strengthen', 1), ('depreciation', -1), ('higher', 1), ('depreciation', -1), ('deterioration', -1)], 'degree': [('persistently', 2.0), ('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20150209_1_2,"Fiscal policy should be growth friendly, including by increasing infrastructure investment","└── friendly 0.0 0.5 fiscal_stance
    └── investment 0 0.0 //
","{'polarity': [('investment', 1), ('increase', 1)], 'degree': []}",1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20150209_1_22,International cooperation is needed to achieve more orderly resolution across borders and consistent regulatory frameworks and supervision,"└── need 0.0 0.0 other_policies
    └── framework 0.0 0.0 //
        └── supervision 0 0.0 other_policies//
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_24,This would allow for monetary policy to be tightened more gradually or by less than otherwise required,"└── allow 0.0 0.0 monetary_policy
    ├── less 0 0.0 other_policies//
    └── require 0 0.0 other_policies//
","{'polarity': [('tighten', -1)], 'degree': [('gradually', 0.5), ('less', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_10,The boost to demand from lower oil prices is thus welcome,"└── welcome 0 0.0 other_policies
","{'polarity': [('boost', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_28,"For oil exporters, the optimal policy response to the sharp decline in prices will depend on the buffers accumulated during the years of high oil revenue and exchange rate regimes","└── depend 0.0 0.0 fiscal_analysis,other_policies
    └── regime 0 0.0 other_policies//
","{'polarity': [('decline', -1)], 'degree': [('sharp', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_20,Deploying macro-prudential tools to limit financial risks— which in some cases may require changes to regulatory and legal structures—can reduce the need for monetary policy response to financial stability concerns,"└── limit 0.0 0.0 other_policies//
    └── reduce 0 0.0 monetary_policy,other_policies
","{'polarity': [('limit', -1), ('reduce', -1), ('concern', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20150209_1_36,Sustaining the recovery will require structural reforms to raise potential growth along with demand support.,"└── require 0 0.0 other_policies
","{'polarity': [('reform', -1), ('raise', 1), ('support', 1)], 'degree': [('potential', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_14,"In the United States, lower oil prices contribute positively to the recovery and there is a strong case to abstract from the effects of temporary oil supply shocks unless they translate into second round effects in wage and price settings (for example a persistent decline in longer term inflation expectations)﴿","└── contribute 0.0 0.0 other_policies
    └── be 0.0 0.0 //
        └── translate 0 0.0 //
","{'polarity': [('strong', 1), ('shock', -1), ('decline', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_34,"Given the deterioration in the inflation and economic outlook and risks of stagnation, the need for a comprehensive strategy to boost growth is particularly relevant in the euro area and Japan","├── outlook 0 0.0 fiscal_analysis//
├── risk 0 0.0 risk//
└── japan 0 0.0 fiscal_analysis//
","{'polarity': [('deterioration', -1), ('boost', 1)], 'degree': [('particularly', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20150209_1_17,These monetary measures need to be supplemented by progress on ‘third arrow’ structural reforms,"└── need 0 0.0 other_policies
","{'polarity': [('progress', 1), ('reform', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_18,Macro-prudential tools should be the first line of defense against financial stability risks,,"{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20150209_1_6,Lower oil prices offer an opportunity to reform energy subsidies and taxes in both oil exporters and importers,"└── offer 0.0 0.0 other_policies
    ├── tax 0 0.0 fiscal_analysis//
    └── importer 0 0.0 other_policies//
","{'polarity': [('opportunity', 1), ('reform', -1), ('subsidy', 1), ('tax', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_26,"Nonetheless, some economies (for example, Turkey) that rely heavily on private external financing will need to proactively further adjust policies","└── need 0.0 0.0 other_policies
    └── adjust 0 0.0 fiscal_analysis
","{'polarity': [], 'degree': [('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150209_1_30,"In some economies that have accumulated substantial savings from past higher prices and have fiscal space can let fiscal deficits increase temporarily and draw on these funds to allow for a more gradual adjustment of public spending (for example, Saudi Arabia)","└── accumulate 0.125 0.0 fiscal_analysis
    └── have 0.125 0.0 fiscal_analysis//
        └── let 0.25 0.0 
            ├── increase 0 0.5 fiscal_stance,fiscal_analysis
            └── draw 0 0.0 //
","{'polarity': [('higher', 1), ('deficit', 1), ('increase', 1), ('adjustment', -1), ('spending', 1)], 'degree': [('substantial', 2.0), ('temporarily', 0.5), ('gradual', 0.5)]}",0.0,0.125,0.0,0.0,0.0,0.0,0,0.0
20150209_1_31,"In economies where adjustment is unavoidable, allowing exchange rate depreciation will be a critical buffer to cushion the impact of the shock (for example, Russia), which highlights the challenges faced by oil exporters with fixed exchange rate regimes (for example, Venezuela, Ecuador)","└── buffer -0.5 0.0 other_policies
    ├── unavoidable 0 -1 fiscal_stance
    └── highlight 0 0.0 fiscal_analysis,other_policies
","{'polarity': [('adjustment', -1), ('depreciation', -1), ('shock', -1), ('challenge', -1)], 'degree': []}",0.0,0.0,0.0,0.0,-0.5,0.0,0,0.0
20150209_1_35,"The recent additional monetary easing is welcome, and further progress is needed in addressing structural weaknesses and improving the quality of fiscal adjustment","└── welcome 0.0 0.0 monetary_policy
    └── need 0.0 0.0 other_policies//
        └── address 0.0 0.0 fiscal_analysis,other_policies//
            └── improve 0 0.0 fiscal_analysis//
","{'polarity': [('easing', -1), ('progress', 1), ('weakness', -1), ('improve', 1), ('adjustment', -1)], 'degree': [('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
