,sentence,monetary_topic,sentence_root,select,temp_score,dic_score_0,dic_score_1,dic_score_2,dic_score_3,dic_score_4,dic_score_5,dic_score_6,dic_score_7,dic_score_8
750,that still have fiscal buffers should use them to smooth the adjustment to lower commodity prices,0.0,have fiscal buffer should use smooth adjustment lower commodity price,0.33380717788906333,True,True,True,True,True,True,True,True,False,False
75,when implementing reforms,0.0,implement reform,0.33465771901336416,False,False,False,False,False,False,False,False,False,False
523,"Accommodative monetary policies remain essential in many advanced economies , given still sizable output gaps and low inflation",1.0,accommodative monetary policy remain essential many advanced economy give sizable output gap low inflation,0.335791152057789,True,True,True,True,True,True,True,False,False,False
311,if macroprudential tools prove insufficient to deal with financial stability risks with due consideration to the tradeoffs involved the real economy,0.0,macroprudential tool prove insufficient deal financial stability risk due consideration tradeoff involve real economy,0.33583347919804984,False,False,False,False,False,False,False,False,False,False
757,that rely heavily on private external financing will need to proactively further adjust policies,0.0,rely private external financing will need further adjust policy,0.33592555145593417,False,False,False,False,False,False,False,False,False,False
701,lest their efforts become self-defeating,0.0,effort become self-defeating,0.3365938972263226,False,False,False,False,False,False,False,False,False,False
463,"fiscal deficits increase temporarily and draw on these funds to allow for a more gradual adjustment of public spending for example , Saudi Arabia",0.0,fiscal deficit increase draw fund allow gradual adjustment public spending example Saudi Arabia,0.337098060687854,False,False,False,False,False,False,False,False,False,False
4,"Like fiscal policy , the pace of financial reform to safeguard stability such as higher capital and liquidity buffers should be carefully calibrated to support bank lending and real growth ,",0.0,fiscal policy pace financial reform safeguard stability such higher capital liquidity buffer should be calibrate support bank lending real growth,0.33717797100529767,False,False,False,False,False,False,False,False,False,False
341,"In the euro area , improving the effectiveness of monetary policy will require the broad range of policies discussed above to reverse financial fragmentation",0.0,euro area improve effectiveness monetary policy will require broad range policy discuss reverse financial fragmentation,0.3385298084761643,True,True,True,True,True,True,False,False,False,False
852,In response to negative growth surprises in the euro area flexibility within the fiscal governance framework could and should be used,0.0,response negative growth surprise euro area flexibility fiscal governance framework could should be use,0.33853461076360924,False,False,False,False,False,False,False,False,False,False
807,A number of distortions keep saving high in key surplus countries,0.0,number distortion keep save high key surplus country,0.33950558915281237,False,False,False,False,False,False,False,False,False,False
76,"Ultimately , in some European cases , this may well entail the use of pooled euro area resources , including EFSF funds",0.0,european case may entail use pooled euro area resource include EFSF fund,0.3419650166491962,False,False,False,False,False,False,False,False,False,False
641,"Even as vulnerabilities are addressed , emerging economies",0.0,vulnerability be address emerge economy,0.34243894458208346,False,False,False,False,False,False,False,False,False,False
439,A combination of structural reforms and more expansionary demand policies in surplus economies can also help reduce global external imbalances,0.0,combination structural reform more expansionary demand policy surplus economy can help reduce global external imbalance,0.3427803993087757,False,False,False,False,False,False,False,False,False,False
10,"Nonetheless , they still remain wider than their levels , partly signifying the limits of central bank liquidity operations",0.0,remain wider level signify limit central bank liquidity operation,0.3446339722799009,False,False,False,False,False,False,False,False,False,False
182,"The crisis compelled central banks to employ a wide range of measures , in many cases unprecedented",0.0,crisis compel central bank employ wide range measure many case unprecedented,0.34780087818139904,False,False,False,False,False,False,False,False,False,False
280,as this helps,0.0,help,0.3480697411517707,False,False,False,False,False,False,False,False,False,False
440,"Further actions , including structural reforms , and cooperation are needed across the membership to lay the foundations for stronger and more balanced growth",0.0,further action include structural reform cooperation be need membership lay foundation stronger balanced growth,0.3539254310402694,False,False,False,False,False,False,False,False,False,False
693,Further advancing the process of financial restructuring and balance sheet repair including bank recapitalization remains a priority to achieve a healthy financial system,0.0,further advance process financial restructuring balance sheet repair include bank recapitalization remain priority achieve healthy financial system,0.35553995745480327,False,False,False,False,False,False,False,False,False,False
142,"At the same time , however , policymakers should be mindful of the impact of such action on other economies , notably through large and volatile capital flows",0.0,same time policymaker should be mindful impact such action other economy large volatile capital flow,0.3555415662264714,False,False,False,False,False,False,False,False,False,False
454,that the effects of currency depreciations on balance sheets and domestic inflation rates are contained,0.0,effect currency depreciation balance sheet domestic inflation rate be contain,0.35575920380212134,False,False,False,False,False,False,False,False,False,False
130,while unviable business models need to be unwound,0.0,unviable business model need be unwound,0.3557643740133256,False,False,False,False,False,False,False,False,False,False
759,but they need to be accompanied by ambitious growth and fiscal strategies to reduce risks and ensure sustained recovery,0.0,need be accompany ambitious growth fiscal strategy reduce risk ensure sustained recovery,0.35920122243515573,False,False,False,False,False,False,False,False,False,False
475,"This task requires a faster recognition of assets , stronger bank capital buffers , and better corporate debt restructuring mechanisms",0.0,task require recognition asset stronger bank capital buffer better corporate debt restructuring mechanism,0.36240463249552624,False,False,False,False,False,False,False,False,False,False
870,Financial sector reforms also need to be urgently completed,0.0,Financial sector reform need be complete,0.36423501675460945,False,False,False,False,False,False,False,False,False,False
324,and more efforts to better anchor expectations may be required,0.0,effort better anchor expectation may be require,0.365471740225492,False,False,False,False,False,False,False,False,False,False
125,in some cases address domestic imbalances and vulnerabilities to prepare for tighter financial conditions,0.0,case address domestic imbalance vulnerability prepare tighter financial condition,0.3659007123795066,False,False,False,False,False,False,False,False,False,False
276,"Nevertheless , there is a concern about diminishing effectiveness of unconventional actions , their side effects for example , volatile capital flows , and potential difficulties related to unwinding them",0.0,be concern diminish effectiveness unconventional action side effect example volatile capital flow potential difficulty relate unwind,0.36803108235111304,True,True,True,True,True,True,False,False,False,False
887,the normalization is expected to be gradual,0.0,normalization be expect be gradual,0.3687073282767884,False,False,False,False,False,False,False,False,False,False
268,"In particular : Monetary policy responses , more generally , to external pressures will depend on country conditions and frameworks",0.0,particular Monetary policy response more external pressure will depend country condition framework,0.369427145014508,False,False,False,False,False,False,False,False,False,False
749,Those commodity exporters,0.0,commodity exporter,0.371255233118863,False,False,False,False,False,False,False,False,False,False
366,"In this context , the new round of stress test should be transparent , sufficiently stringent , and accompanied by contingent plans for quick recapitalization or resolution of banks to reassure markets",0.0,context new round stress test should be transparent stringent accompany contingent plan quick recapitalization resolution bank reassure market,0.3715889934684503,False,False,False,False,False,False,False,False,False,False
55,which anchor fiscal and monetary policy in the long run while allowing for effective demand management in the short run,1.0,anchor fiscal monetary policy long run allow effective demand management short run,0.37248926025383533,True,True,True,True,True,True,False,False,False,False
659,"Current differences in monetary policy conditions could give rise to larger capital inflows to emerging market countries , accentuating the need for policies to encourage rebalancing the global sources of demand",0.0,current difference monetary policy condition could give rise larger capital inflow emerge market country accentuate need policy encourage rebalance global source demand,0.3734721242644933,True,True,True,True,True,False,False,False,False,False
849,once major political uncertainties are resolved,0.0,major political uncertainty be resolve,0.3755296117561283,False,False,False,False,False,False,False,False,False,False
370,The matter is more pressing in Europe due to sovereign contagion risks,0.0,matter be press Europe due sovereign contagion risk,0.37650030204524987,False,False,False,False,False,False,False,False,False,False
775,while financial sector support has been extended in some European countries,0.0,financial sector support have be extend european country,0.3765328198908149,False,False,False,False,False,False,False,False,False,False
174,"Following substantial easing in the first half of 2009 , several emerging economies including in Brazil , Indonesia , and South Africa have paused in their monetary easing cycles on account of inflation concerns",0.0,follow substantial ease first half several emerge economy include Brazil Indonesia South Africa have pause monetary ease cycle account inflation concern,0.3768474510044064,False,False,False,False,False,False,False,False,False,False
635,"In advanced economies ,",0.0,advanced economy,0.3772826057228137,False,False,False,False,False,False,False,False,False,False
853,where possible to avoid triggering additional consolidation efforts,0.0,possible avoid trigger additional consolidation effort,0.37888271262845574,False,False,False,False,False,False,False,False,False,False
112,"Broadly speaking , monetary policy accommodation should continue to play its supportive role , given low inflation and still large output gaps , and fiscal adjustment should be measured , while being anchored by a credible roadmap for sustainability",1.0,speak monetary policy accommodation should continue play supportive role give low inflation large output gap fiscal adjustment should be measure be anchor credible roadmap sustainability,0.3799695828581844,True,True,True,True,True,True,True,True,False,False
669,"In Japan , further monetary easing may also be needed to reach the 1 percent inflation goal",1.0,Japan further monetary easing may be need reach percent inflation goal,0.38026273412309275,True,True,True,True,True,True,True,True,True,True
460,"where strong credit expansion continues , or",0.0,strong credit expansion continue,0.3808752126364102,False,False,False,False,False,False,False,False,False,False
102,"if there are signs of rising inflation or incipient financial vulnerabilities , including credit booms",0.0,be sign rise inflation incipient financial vulnerability include credit boom,0.38370805052859225,False,False,False,False,False,False,False,False,False,False
655,Monetary policy frameworks will also need to pay renewed attention to the role of asset prices and financial stability in the pursuit of their core mandates,0.0,Monetary policy framework will need pay renewed attention role asset price financial stability pursuit core mandate,0.38432645480120364,False,False,False,False,False,False,False,False,False,False
18,"In Japan , a commitment to fiscal consolidation centered on a path of gradual consumption tax hikes and a strengthening of fiscal institutions would create policy space to maintain growth momentum",0.0,Japan commitment fiscal consolidation center path gradual consumption tax hike strengthening fiscal institution would create policy space maintain growth momentum,0.3843309330360164,False,False,False,False,False,False,False,False,False,False
645,as it could amplify exchange rate pressures,0.0,could amplify exchange rate pressure,0.3848275213201947,False,False,False,False,False,False,False,False,False,False
573,"as economies recover and output gaps are reduced , but the path should take account of the withdrawal of fiscal support",0.0,economy recover output gap be reduce path should take account withdrawal fiscal support,0.3848571538975937,False,False,False,False,False,False,False,False,False,False
765,where their credibility has come into question,0.0,credibility have come question,0.38551469247292947,False,False,False,False,False,False,False,False,False,False
266,Conventional monetary tightening will need to be accompanied by steps to offset the impact of large central bank balance sheets,1.0,conventional monetary tightening will need be accompany step offset impact large central bank balance sheet,0.38632145810806384,True,True,True,True,True,False,False,False,False,False
19,Monetary and fiscal policies can be used to reduce inflows,0.0,Monetary fiscal policy can be use reduce inflow,0.38782401287050206,False,False,False,False,False,False,False,False,False,False
485,"From an external perspective , however , there is concern",0.0,external perspective be concern,0.38923248343837324,False,False,False,False,False,False,False,False,False,False
77,"The adverse feedback loops between low growth , deteriorating public finances , and banking sector stress could lead to a prolong period of asset and consumer price deflation",0.0,adverse feedback loop low growth deteriorate public finances banking sector stress could lead prolong period asset consumer price deflation,0.3925396272054523,False,False,False,False,False,False,False,False,False,False
277,Recovery in advanced economies will need readily available credit to allow easy monetary conditions to pass through,0.0,recovery advanced economy will need available credit allow easy monetary condition pass,0.3931934002212173,True,True,True,True,True,False,False,False,False,False
624,which will boost credit and thus reduce its effectiveness,0.0,will boost credit reduce effectiveness,0.39560134259429836,False,False,False,False,False,False,False,False,False,False
96,"which have fiscal space should support growth with all available tools ,",0.0,have fiscal space should support growth available tool,0.39604127841372083,False,False,False,False,False,False,False,False,False,False
619,where a strong credit expansion continues or,0.0,strong credit expansion continue,0.3967558683260579,False,False,False,False,False,False,False,False,False,False
336,that has increased exposure to external funding risks in others,0.0,have increase exposure external funding risk other,0.3983798534043119,False,False,False,False,False,False,False,False,False,False
820,This will require making tangible progress toward a genuine economic monetary union starting with a banking union with greater fiscal integration,0.0,will require make tangible progress genuine economic monetary union start banking union greater fiscal integration,0.39928489186554295,True,True,True,False,False,False,False,False,False,False
114,"Also , the ECB should continue to provide liquidity and stay fully engaged in securities purchases to help improve the prospects for financial stability",1.0,ecb should continue provide liquidity stay engage security purchase help improve prospects financial stability,0.40001813912720185,True,True,True,True,True,True,True,True,False,False
46,while both political considerations and implementation lags may limit the scope for fiscal consolidation .,0.0,political consideration implementation lag may limit scope fiscal consolidation,0.40024474862377313,False,False,False,False,False,False,False,False,False,False
738,"In Brazil , policymakers should stand ready to start unwinding monetary stimulus",1.0,Brazil policymaker should stand ready start unwind monetary stimulus,0.40376672952678605,True,True,True,True,True,True,True,True,False,False
157,Fiscal tightening should also be the priority,0.0,fiscal tightening should be priority,0.40551508497379174,True,True,True,True,True,True,True,True,False,False
648,"Where inflation targeting frameworks are already established , improving the transparency of instruments and policy objectives can provide further assurance",0.0,inflation target framework be establish improve transparency instrument policy objective can provide further assurance,0.40583111591509313,False,False,False,False,False,False,False,False,False,False
829,how to withdraw excess liquidity,0.0,withdraw excess liquidity,0.4062249806578243,False,False,False,False,False,False,False,False,False,False
269,"In countries with credit growth , supervisory and macro prudential measures should be deployed to curb sectoral excesses .",0.0,country credit growth supervisory macro prudential measure should be deploy curb sectoral excess,0.4065819909226258,False,False,False,False,False,False,False,False,False,False
616,that liquidity is prematurely withdrawn,0.0,liquidity be withdraw,0.40710092101867523,False,False,False,False,False,False,False,False,False,False
176,"There is scope for better cooperation on withdrawal of UMP , especially through wider central bank discussions of exit plans",0.0,be scope better cooperation withdrawal ump wider central bank discussion exit plan,0.40819498237091245,False,False,False,False,False,False,False,False,False,False
787,which in some cases may require changes to regulatory and legal structures is essential to limit financial risks and reduce the risk of monetary policy tightening not warranted by the cyclical position,0.0,case may require change regulatory legal structure be essential limit financial risk reduce risk monetary policy tightening warrant cyclical position,0.40890658564297067,True,True,True,True,True,True,True,True,True,True
6,that can be a source of regulatory uncertainty,0.0,can be source regulatory uncertainty,0.4114414717159336,False,False,False,False,False,False,False,False,False,False
679,"In Japan , monetary policy has helped lift inflation and inflation expectations",0.0,Japan monetary policy have help lift inflation inflation expectation,0.412930721789154,False,False,False,False,False,False,False,False,False,False
526,"Given the deterioration in the inflation and economic outlook and risks of stagnation , the need for a comprehensive strategy to boost growth is particularly relevant in the euro area and Japan",0.0,give deterioration inflation economic outlook risk stagnation need comprehensive strategy boost growth be relevant euro area Japan,0.413714575239869,False,False,False,False,False,False,False,False,False,False
155,"This is becoming increasingly relevant for many emerging economies , notably in Asia ,",0.0,be become relevant many emerge economy Asia,0.4150528764467891,False,False,False,False,False,False,False,False,False,False
397,"In the United States , Federal Reserve policy should remain data dependent",0.0,United States Federal Reserve policy should remain datum dependent,0.41539546844839215,False,False,False,False,False,False,False,False,False,False
29,"While lower oil prices should boost domestic demand , accommodative monetary conditions remain essential in most advanced economies , given still sizable output gaps",0.0,lower oil price should boost domestic demand accommodative monetary condition remain essential most advanced economy give sizable output gap,0.41547566068715824,True,True,True,True,True,True,True,True,False,False
86,It will create greater scope to pursue supportive monetary policy without triggering concern about central bank independence or a resurgence of inflation,0.0,will create greater scope pursue supportive monetary policy trigger concern central bank independence resurgence inflation,0.4158255112978737,False,False,False,False,False,False,False,False,False,False
673,as it could attract capital inflows,0.0,could attract capital inflow,0.4164176218441644,False,False,False,False,False,False,False,False,False,False
151,"At the same time , progress on other fronts is crucial",0.0,same time progress other front be crucial,0.4165493111935845,False,False,False,False,False,False,False,False,False,False
476,Policies need to accelerate the rebalancing of demand from public to private sources in advanced economies and from external deficit to surplus economies,0.0,policy need accelerate rebalancing demand public private source advanced economy external deficit surplus economy,0.4172569783316942,False,False,False,False,False,False,False,False,False,False
396,"where financial stability remains fragile , or key markets are not yet functioning , central banks may need to maintain measures or possibly introduce new targeted ones , even within the context of an overall tightening of the monetary policy stance",0.0,financial stability remain fragile key market be function central bank may need maintain measure introduce new target one context overall tightening monetary policy stance,0.41766943952298363,True,True,True,True,True,True,True,True,True,True
25,the proposed adjustments to the policy mix would also contribute to more sustainable growth,0.0,propose adjustment policy mix would contribute more sustainable growth,0.4182606730146722,False,False,False,False,False,False,False,False,False,False
117,"Additionally , to sustain recovery in these countries some of the consolidation planned for 2011 might also have to be temporarily postponed",0.0,sustain recovery country consolidation plan might have be postpone,0.4209222992610997,False,False,False,False,False,False,False,False,False,False
362,"Where required and feasible , more supportive macroeconomic policies can reduce the impact on growth",0.0,require feasible supportive macroeconomic policy can reduce impact growth,0.4218316725787159,False,False,False,False,False,False,False,False,False,False
428,that help ease credit constraints on firms and households,0.0,help ease credit constraint firm household,0.42202110759523004,False,False,False,False,False,False,False,False,False,False
9,the exchange rate act as a buffer against shocks,0.0,exchange rate act buffer shock,0.4238567139572611,False,False,False,False,False,False,False,False,False,False
480,Reinforcing the growth momentum requires the right mix of demand support and supply reforms,0.0,reinforce growth momentum require right mix demand support supply reform,0.42569953151539486,False,False,False,False,False,False,False,False,False,False
372,While many emerging market and developing economies,0.0,many emerge market develop economy,0.4284971885162794,False,False,False,False,False,False,False,False,False,False
672,"In those economies with broadly balanced external positions , monetary tightening may be complicated",1.0,economy balanced external position monetary tightening may be complicate,0.42964444570148397,True,True,True,True,True,True,True,True,True,True
160,Monetary easing can be the first line of defense against liquidity pressures and downside risks,0.0,Monetary ease can be first line defense liquidity pressure downside risk,0.42969448584498804,False,False,False,False,False,False,False,False,False,False
614,"Reversing financial fragmentation for example , reducing financial home bias , improving bank flows",0.0,reverse financial fragmentation example reduce financial home bias improve bank flow,0.4312222161562156,False,False,False,False,False,False,False,False,False,False
325,where strong nominal anchors are not well established .,0.0,strong nominal anchor be establish,0.4319865343586661,False,False,False,False,False,False,False,False,False,False
623,"Monetary policy tightening may encourage these flows ,",1.0,Monetary policy tightening may encourage flow,0.432493616905529,True,True,True,True,True,True,True,True,True,True
514,Repair and reform of financial systems critical to the normalization of credit conditions in several countries and to prevent contagion needs to be accelerated,0.0,repair reform financial system critical normalization credit condition several country prevent contagion need be accelerate,0.43382806049816436,False,False,False,False,False,False,False,False,False,False
150,Policymakers should employ appropriate macro and tools to mitigate such outcomes,0.0,policymaker should employ appropriate macro tool mitigate such outcome,0.435438563214555,False,False,False,False,False,False,False,False,False,False
884,including by agreeing on a common policy response to the refugee surge and securing external borders,0.0,include agree common policy response refugee surge secure external border,0.4384866200902211,False,False,False,False,False,False,False,False,False,False
877,measures should be formulated in the near future,0.0,measure should be formulate near future,0.4389898718008699,False,False,False,False,False,False,False,False,False,False
48,"However , where shares of food and energy in consumption are high and policy credibility is low ,",0.0,share food energy consumption be high policy credibility be low,0.44258856092708876,False,False,False,False,False,False,False,False,False,False
723,"that growth has slowed , and planned fiscal consolidation , current monetary policy accommodation should remain as long",0.0,growth have slow plan fiscal consolidation current monetary policy accommodation should remain long,0.4434672800704582,True,True,True,True,True,True,True,True,False,False
707,"A heavy reliance on unconventional monetary policy UMP , for example , has had overall positive effects and has bought time but needs support from other policies to succeed",0.0,heavy reliance unconventional monetary policy ump example have have overall positive effect have buy time need support other policy succeed,0.44540171601174317,True,True,True,True,True,False,False,False,False,False
770,"With shrinking fiscal buffers , many commodity exporters need to develop new growth models and tackle fiscal adjustment , including through reduced but more efficient public expenditures , stronger fiscal frameworks , and mobilizing new sources of revenues",0.0,shrink fiscal buffer many commodity exporter need develop new growth model tackle fiscal adjustment include reduce efficient public expenditure stronger fiscal framework mobilize new source revenue,0.4482423506837636,False,False,False,False,False,False,False,False,False,False
837,"In emerging economies , managing vulnerabilities and rebuilding resilience are high priorities in a context of tightening external financial conditions",0.0,emerge economy manage vulnerability rebuild resilience be high priority context tighten external financial condition,0.4493922858698175,False,False,False,False,False,False,False,False,False,False
395,"The key objective will be to maintain price stability , but",0.0,key objective will be maintain price stability,0.44949975318459034,False,False,False,False,False,False,False,False,False,False
735,Clear communication of central bank intentions is vital to help avoid new financial excesses or abrupt reversals of capital flows,0.0,clear communication central bank intention be vital help avoid new financial excess abrupt reversal capital flow,0.4507872508480123,False,False,False,False,False,False,False,False,False,False
13,until a durable recovery is in sight,1.0,durable recovery be sight,0.45204706470091127,False,False,False,False,False,False,False,False,False,False
159,where market concerns regarding public debt sustainability are high or rising,0.0,market concern regard public debt sustainability be high rise,0.45237026700371874,False,False,False,False,False,False,False,False,False,False
671,"In the United States , monetary policy normalization should continue to be gradual and data driven",1.0,United States monetary policy normalization should continue be gradual datum drive,0.45325895269555705,True,True,True,True,True,True,True,True,False,False
845,"Also , a tightening of the fiscal stance may help monetary and debt management ,",0.0,tightening fiscal stance may help monetary debt management,0.4544371590120896,True,True,True,True,True,True,True,True,True,True
840,fiscal and structural policies,0.0,fiscal structural policy,0.455209489045728,False,False,False,False,False,False,False,False,False,False
116,that external financial conditions both availability of capital flows and borrowing costs will eventually tighten,0.0,external financial condition availability capital flow borrowing cost will tighten,0.4561909631654789,False,False,False,False,False,False,False,False,False,False
449,"It will also make systemic institutions more resilient , help contain asset price and credit dynamics , and cushion",0.0,will make systemic institution resilient help contain asset price credit dynamics cushion,0.4567834692835889,False,False,False,False,False,False,False,False,False,False
764,where it is limited considering possible tradeoffs between building buffers and slowing growth and strengthen policy frameworks,0.0,be limited consider possible tradeoff building buffer slow growth strengthen policy framework,0.4607152414865884,False,False,False,False,False,False,False,False,False,False
348,Sustainably higher and inclusive growth requires more forceful and comprehensive policies,0.0,higher inclusive growth require forceful comprehensive policy,0.46076267231612944,False,False,False,False,False,False,False,False,False,False
866,fiscal space should be used actively to provide further additional support,0.0,fiscal space should be use provide further additional support,0.4614440267193961,False,False,False,False,False,False,False,False,False,False
446,"that protracted monetary support has raised financial stability concerns : In the United States , with growth expected to increase above trend in the remainder of 2014 and 2015 , the main policy issue is the appropriate speed of monetary policy normalization",0.0,protracted monetary support have raise financial stability concern United States growth expect increase trend remainder main policy issue be appropriate speed monetary policy normalization,0.4615077931645387,True,True,True,True,True,True,True,True,True,False
89,central banks will need eventually to unwind their extraordinary liquidity support and withdraw conventional and unconventional monetary accommodation,0.0,central bank will need unwind extraordinary liquidity support withdraw conventional unconventional monetary accommodation,0.4640915313830264,True,True,True,True,True,False,False,False,False,False
88,there may be scope for with limited policy easing to support a resumption of growth,0.0,may be scope limited policy ease support resumption growth,0.46503191193792737,False,False,False,False,False,False,False,False,False,False
474,monetary policy measures does not necessarily constrain increases in policy rates,1.0,monetary policy measure do constrain increase policy rate,0.4656412110003175,False,False,False,False,False,False,False,False,False,False
316,"In Brazil , the room for monetary policy easing is limited by underlying inflationary pressures and fiscal consolidation should continue to reduce large deficits",1.0,Brazil room monetary policy easing be limit underlie inflationary pressure fiscal consolidation should continue reduce large deficit,0.4657972505492455,True,True,True,True,True,True,True,True,False,False
560,"In many advanced economies , monetary policy can afford to remain accommodative for an extended period , given subdued price pressures",0.0,many advanced economy monetary policy can afford remain accommodative extended period give subdue price pressure,0.4663529738104206,True,True,False,False,False,False,False,False,False,False
28,who disproportionately shoulder the burden of adjustment,0.0,shoulder burden adjustment,0.4689712745941562,False,False,False,False,False,False,False,False,False,False
320,"Fiscal policy should be growth friendly , with the pace and composition of fiscal adjustment",0.0,fiscal policy should be growth friendly pace composition fiscal adjustment,0.47213512909404387,False,False,False,False,False,False,False,False,False,False
22,as long as inflationary pressures remain in check,0.0,inflationary pressure remain check,0.4726253253070729,False,False,False,False,False,False,False,False,False,False
827,"Thus , the first challenge is",0.0,first challenge be,0.47337852949296155,False,False,False,False,False,False,False,False,False,False
171,"In the United States , agreement on a credible fiscal roadmap could help create some policy space , mitigate risks of excessive consolidation , and ease the burden currently placed on monetary policy",0.0,United States agreement credible fiscal roadmap could help create policy space mitigate risk excessive consolidation ease burden place monetary policy,0.47424090897289206,True,True,True,True,False,False,False,False,False,False
830,"In countries where fiscal adjustment is needed ,",0.0,country fiscal adjustment be need,0.4748638506730316,False,False,False,False,False,False,False,False,False,False
170,as output gaps shrink,0.0,output gap shrink,0.47661494114044556,False,False,False,False,False,False,False,False,False,False
745,The challenges of placing fiscal policy on a sustainable path both political and economic are greater than for normalizing monetary policy,0.0,challenge place fiscal policy sustainable path political economic be greater normalize monetary policy,0.4770077899657843,False,False,False,False,False,False,False,False,False,False
373,"are already raising policy rates , real rates still remain low or even negative",0.0,be raise policy rate real rate remain low negative,0.479200332069908,False,False,False,False,False,False,False,False,False,False
486,that quantitative easing in the United States could result in a flood of capital,0.0,quantitative ease United States could result flood capital,0.48018587872534746,False,False,False,False,False,False,False,False,False,False
595,"Current plans to end tapering later this year and increase policy rates from the middle of next year appear appropriate , given the sizable slack",1.0,current plan end taper year increase policy rate middle next year appear appropriate give sizable slack,0.4802333262682468,True,True,True,True,True,True,True,True,True,False
577,Sovereigns under stress need to continue to adjust and request appropriate EFSF/ESM support,0.0,sovereign stress need continue adjust request appropriate efsf/esm support,0.48123574938139246,False,False,False,False,False,False,False,False,False,False
680,"In emerging Europe , the scope for monetary easing has been limited by the risk of exacerbating capital outflows",0.0,emerge Europe scope monetary easing have be limit risk exacerbate capital outflow,0.4852127938603671,False,False,False,False,False,False,False,False,False,False
351,"Developing clear and effective exit strategies from exceptional policy actions will be central to ensure a smooth return to normal market functioning , to safeguard the sustainability of public finances , and to contain concerns about inflation",0.0,develop clear effective exit strategy exceptional policy action will be central ensure smooth return normal market function safeguard sustainability public finances contain concern inflation,0.4854192007073441,False,False,False,False,False,False,False,False,False,False
806,which requires further monetary tightening,1.0,require further monetary tightening,0.48764457094121905,True,True,True,False,False,False,False,False,False,False
158,"where stimulus measures have contributed directly to a strong rebound in domestic demand , or",0.0,stimulus measure have contribute strong rebound domestic demand,0.4883848971222503,False,False,False,False,False,False,False,False,False,False
436,"Emerging economies need to be nimble in dealing with potentially adverse spillovers from advanced economies , and continue to strengthen macroeconomic policy frameworks",0.0,emerge economy need be nimble deal adverse spillover advanced economy continue strengthen macroeconomic policy framework,0.4912664249532497,False,False,False,False,False,False,False,False,False,False
488,an expansionary fiscal stance has a clear and direct impact on the of debt,0.0,expansionary fiscal stance have clear direct impact debt,0.4920269121937877,False,False,False,False,False,False,False,False,False,False
367,"In most advanced economies , monetary policy is expected to remain appropriately accommodative ,",0.0,most advanced economy monetary policy be expect remain accommodative,0.49231005471473854,False,False,False,False,False,False,False,False,False,False
113,The pace and composition of fiscal adjustment should be attuned to supporting both the recovery and growth,0.0,pace composition fiscal adjustment should be attuned support recovery growth,0.49389216552033754,False,False,False,False,False,False,False,False,False,False
220,"The government should articulate structural measures to underpin the consolidation path , including subsidy reform and progress on the Goods and Services Tax",0.0,government should articulate structural measure underpin consolidation path include subsidy reform progress Goods Services Tax,0.49477743579646183,False,False,False,False,False,False,False,False,False,False
797,Monetary policy tightening may also be necessary,1.0,Monetary policy tightening may be necessary,0.49531920319534883,True,True,True,True,True,True,True,True,True,True
483,"Policy requirements differ vastly among emerging economies , but many can afford to stay on hold or ease",0.0,policy requirement differ emerge economy many can afford stay hold ease,0.49720333215379553,False,False,False,False,False,False,False,False,False,False
191,"These monetary policy efforts should be supported by measures to strengthen bank balance sheets ,",0.0,monetary policy effort should be support measure strengthen bank balance sheet,0.499004281711543,True,True,True,True,True,True,True,True,False,False
465,"Given a path for fiscal policies , monetary policy can be set to achieve a desired level of overall stimulus , tightening",1.0,give path fiscal policy monetary policy can be set achieve desire level overall stimulus tighten,0.5002896870723562,True,True,False,False,False,False,False,False,False,False
192,which would help to improve monetary policy transmission and credit market conditions,0.0,would help improve monetary policy transmission credit market condition,0.5006081704602311,False,False,False,False,False,False,False,False,False,False
521,"declined sharply , with some falling below levels ,",0.0,decline fall level,0.5013495302057693,False,False,False,False,False,False,False,False,False,False
818,"if the central bank has exhausted the sterilization possibilities and risks losing monetary control , or does not want to accumulate further reserves assuming",0.0,central bank have exhaust sterilization possibility risk lose monetary control do want accumulate further reserve assume,0.5022592682104722,False,False,False,False,False,False,False,False,False,False
793,"There is scope for better cooperation on unwinding UMP , especially through wider central bank discussions of exit plans",0.0,be scope better cooperation unwind ump wider central bank discussion exit plan,0.5033027773240162,False,False,False,False,False,False,False,False,False,False
752,External rebalancing should continue,0.0,external rebalancing should continue,0.504689213763947,False,False,False,False,False,False,False,False,False,False
811,"With fiscal stimulus gradually receding , a premature tightening of monetary policy could undercut the recovery",1.0,fiscal stimulus recede premature tightening monetary policy could undercut recovery,0.5051315584854229,True,True,True,True,False,False,False,False,False,False
857,"The Federal Open Market Committee 's FOMC decision should remain , with the first increase in the federal funds rate waiting",0.0,Federal Open Market Committee FOMC decision should remain first increase federal fund rate wait,0.5078772097832607,False,False,False,False,False,False,False,False,False,False
902,"By contrast , most emerging economies are projected to maintain neutral or somewhat contractionary monetary stances , suitably contributing to bring or keep inflation in line with central bank targets",0.0,contrast most emerge economy be project maintain neutral contractionary monetary stance contribute bring keep inflation line central bank target,0.5098922840267786,False,False,False,False,False,False,False,False,False,False
424,"interest rates is not an attractive policy option ,",0.0,interest rate be attractive policy option,0.5116405482446931,False,False,False,False,False,False,False,False,False,False
