index,sentence_x,subsentence_detail,monetary_policy,monetary_score,monetary_view_score,tense,sentence_y,hirose_san_score,hirose_san_topic,select,match_score,match_view
20130719_1_29_1_1,"Brazil continues to face a considerable inflation challenge , with inflation exceeding the upper limit of the inflation target band ",0.0,False,0,0,0,"Brazil continues to face a considerable inflation challenge , with inflation exceeding the upper limit of the inflation target band ,",0.0,0.0,0.3983798534043119,1,1
20130905_1_3_1_1,"In an environment of ongoing but incomplete transition to financial stability , changing growth dynamics and concerns about slow growth and high unemployment , achieving a better policy mix is important",0.0,False,0,0,0,"In an environment of ongoing but incomplete transition to financial stability , changing growth dynamics and concerns about slow growth and high unemployment , achieving a better policy mix is important",0.0,0.0,0.40001813912720185,1,1
20090924_1_4_1_1,A number of distortions keep saving high in key surplus countries,0.0,False,0,0,0,A number of distortions keep saving high in key surplus countries,0.0,0.0,0.40024474862377313,1,1
20110709_1_10_1_3,which dampens the supply response and amplifies global price volatility,0.0,False,0,0,0,which dampens the supply response and amplifies global price volatility,0.0,0.0,0.40551508497379174,1,1
20140917_1_18_1_2,"as needed , are essential to limit financial risks",0.0,False,0,0,0,"as needed , are essential to limit financial risks",0.0,0.0,0.4065819909226258,1,1
20090708_1_12_1_1,Monetary policy in emerging economies has to balance the need to support demand against the risk of exacerbating capital outflows or deteriorating credit quality,0.0,False,0,0,0,Monetary policy in emerging economies has to balance the need to support demand against the risk of exacerbating capital outflows or deteriorating credit quality,0.0,0.0,0.40710092101867523,1,1
20150904_1_18_1_2,which would help to improve monetary policy transmission and credit market conditions,0.0,False,0,0,0,which would help to improve monetary policy transmission and credit market conditions,0.0,0.0,0.40819498237091245,1,1
20160901_1_10_1_1,"Other measures , such as lowering barriers for new firms to enter product and services markets , tend to have immediate demand benefits by raising investment and are , therefore , less dependent on the state of the business cycle",0.0,False,0,0,0,"Other measures , such as lowering barriers for new firms to enter product and services markets , tend to have immediate demand benefits by raising investment and are , therefore , less dependent on the state of the business cycle",0.0,0.0,0.4114414717159336,1,1
20160721_1_2_1_1,It will be important to have clarity on the process and objectives,0.0,False,0,0,0,It will be important to have clarity on the process and objectives,0.0,0.0,0.413714575239869,1,1
20130221_1_14_1_2,as the recovery proceeds to ensure,0.0,False,0,0,0,as the recovery proceeds to ensure,0.0,0.0,0.4150528764467891,1,1
20150209_1_11_1_1,Central banks should be mindful,0.0,False,0,0,0,Central banks should be mindful,0.0,0.0,0.41539546844839215,1,1
20160901_1_21_1_1,"In the United Kingdom , a range of recent monetary and other policy measures by the Bank of England will support the economy and thereby mitigate downside risks",0.0,False,0,0,0,"In the United Kingdom , a range of recent monetary and other policy measures by the Bank of England will support the economy and thereby mitigate downside risks",0.0,0.0,0.41547566068715824,1,1
20090903_1_32_1_1,The composition of central bank assets will in part determine the approach to be taken .,0.0,False,0,0,0,The composition of central bank assets will in part determine the approach to be taken .,0.0,1.0,0.4158255112978737,1,1
20130221_1_5_1_1,Key elements are Monetary,0.0,False,0,0,0,Key elements are Monetary,0.0,0.0,0.4165493111935845,1,1
20091107_1_25_1_1,"This is becoming increasingly relevant for many emerging economies , notably in Asia ",0.0,False,0,0,0,"This is becoming increasingly relevant for many emerging economies , notably in Asia ,",0.0,0.0,0.4172569783316942,1,1
20150209_1_13_1_2,"that low inflation would pose challenges to central banks , although to a different degree",0.0,False,0,0,0,"that low inflation would pose challenges to central banks , although to a different degree",0.0,0.0,0.41766943952298363,1,1
20160901_1_11_1_1,The IMF prepared detailed recommendations along these lines on the occasion of the Finance Ministers and Central Bank Governors ' Meetings in July 2016,0.0,False,0,0,0,The IMF prepared detailed recommendations along these lines on the occasion of the Finance Ministers and Central Bank Governors ' Meetings in July 2016,0.0,0.0,0.4182606730146722,1,1
20130905_1_11_1_1,"This should be anchored by credible plans for debt reduction notably , for the United States and Japan",0.0,False,0,0,0,"This should be anchored by credible plans for debt reduction notably , for the United States and Japan",0.0,0.0,0.4209222992610997,1,1
20130719_1_24_1_1,Monetary easing can be the first line of defense against liquidity pressures and downside risks,0.0,False,0,0,0,Monetary easing can be the first line of defense against liquidity pressures and downside risks,0.0,0.0,0.4218316725787159,1,1
20121105_1_10_1_1,"Meanwhile , the ECB 's commitment to act on secondary markets via the OMT is critical to address elevated risk premia due to convertibility concerns within the euro area ",0.0,False,0,0,0,"Meanwhile , the ECB 's commitment to act on secondary markets via the OMT is critical to address elevated risk premia due to convertibility concerns within the euro area ,",0.0,0.0,0.42202110759523004,1,1
20160901_1_32_2_2,that contractionary shocks will be absorbed .,0.0,False,0,0,0,that contractionary shocks will be absorbed .,0.0,0.0,0.4238567139572611,1,1
20091107_1_9_1_2,that withdrawing policy stimulus too early can be very costly ,0.0,False,0,0,0,"that withdrawing policy stimulus too early can be very costly ,",0.0,0.0,0.42569953151539486,1,1
20141115_1_21_1_2,should inflation expectations worsen .,0.0,False,0,0,0,should inflation expectations worsen .,0.0,0.0,0.4284971885162794,1,1
20110709_1_10_1_1,"Authorities should aim to protect the poor and vulnerable groups through targeted social safety nets , but avoid policies",0.0,False,0,0,0,"Authorities should aim to protect the poor and vulnerable groups through targeted social safety nets , but avoid policies",0.0,0.0,0.42969448584498804,1,1
20090708_1_4_1_1,"As a result , central banks have also taken a number of unconventional measures , including direct intervention in credit markets",0.0,False,0,0,0,"As a result , central banks have also taken a number of unconventional measures , including direct intervention in credit markets",0.0,0.0,0.4312222161562156,1,1
20130418_1_13_1_1,Financial policies need to secure stability and support recovery,0.0,False,0,0,0,Financial policies need to secure stability and support recovery,0.0,0.0,0.4319865343586661,1,1
20090708_1_6_1_1,"Where room exists , policy rates should be cut further ",0.0,False,0,0,0,"Where room exists , policy rates should be cut further ,",1.0,1.0,0.432493616905529,0,0
20100227_1_11_1_2,while a monetary tightening will contribute to a worsening of the fiscal position,0.0,False,0,0,0,while a monetary tightening will contribute to a worsening of the fiscal position,0.0,0.0,0.43382806049816436,1,1
20130221_1_7_1_1,"Nevertheless , there is a concern about diminishing effectiveness of unconventional actions , their side effects for example , volatile capital flows , and potential difficulties related to unwinding them",,True,-1,-1,present,"Nevertheless , there is a concern about diminishing effectiveness of unconventional actions , their side effects for example , volatile capital flows , and potential difficulties related to unwinding them",0.0,0.0,0.435438563214555,0,0
20090924_1_1_1_1,that may impede this rebalancing would need to be addressed,0.0,False,0,0,0,that may impede this rebalancing would need to be addressed,0.0,0.0,0.44258856092708876,1,1
20150209_1_34_1_1,"Given the deterioration in the inflation and economic outlook and risks of stagnation , the need for a comprehensive strategy to boost growth is particularly relevant in the euro area and Japan",0.0,False,0,0,0,"Given the deterioration in the inflation and economic outlook and risks of stagnation , the need for a comprehensive strategy to boost growth is particularly relevant in the euro area and Japan",0.0,0.0,0.44949975318459034,1,1
20160901_1_24_1_2,that the policy space to use individual instruments might be limited,0.0,False,0,0,0,that the policy space to use individual instruments might be limited,0.0,0.0,0.45204706470091127,1,1
20110709_1_13_1_2,"that growth has slowed , and planned fiscal consolidation , current monetary policy accommodation should remain as long",,True,-1,-1,future,"that growth has slowed , and planned fiscal consolidation , current monetary policy accommodation should remain as long",0.0,0.0,0.45237026700371874,0,0
20130905_1_21_1_1,"Where still high inflationary pressures persist , including from supply bottlenecks for example , Brazil , India , and Indonesia , the scope for easing the monetary stance may be very limited",,True,1,1,future,"Where still high inflationary pressures persist , including from supply bottlenecks for example , Brazil , India , and Indonesia , the scope for easing the monetary stance may be very limited",-1.0,1.0,0.4561909631654789,0,0
20171006_2_2_1_2,while the pace of normalization in the United States,0.0,False,0,0,0,while the pace of normalization in the United States,0.0,0.0,0.4567834692835889,1,1
20130719_1_34_1_1,Priority should be given to fiscal consolidation particularly in countries,0.0,False,0,0,0,Priority should be given to fiscal consolidation particularly in countries,0.0,0.0,0.46076267231612944,1,1
20121105_1_6_1_1,Continued demand rebalancing from deficit to surplus economies would strengthen global growth and ,0.0,False,0,0,0,"Continued demand rebalancing from deficit to surplus economies would strengthen global growth and ,",0.0,0.0,0.4615077931645387,1,1
20090903_1_21_1_1,"With fiscal stimulus gradually receding , a premature tightening of monetary policy could undercut the recovery",,True,1,1,future,"With fiscal stimulus gradually receding , a premature tightening of monetary policy could undercut the recovery",0.0,1.0,0.4640915313830264,0,0
20090903_1_31_1_3,as interest rates are raised to ensure the transmission of policy rate changes to the real economy,0.0,False,0,0,0,as interest rates are raised to ensure the transmission of policy rate changes to the real economy,0.0,0.0,0.46503191193792737,1,1
20091107_1_24_1_1,"Indeed , policy rates may need to rise",0.0,False,0,0,0,"Indeed , policy rates may need to rise",-1.0,1.0,0.4656412110003175,0,0
20130418_1_17_1_2,while avoiding unnecessary delays,0.0,False,0,0,0,while avoiding unnecessary delays,0.0,0.0,0.4657972505492455,1,1
20170705_1_1_1_1,"In the United States , monetary policy should continue to gradually normalize and remain data dependent ",,True,-1,-1,future,"In the United States , monetary policy should continue to gradually normalize and remain data dependent ,",-1.0,1.0,0.4663529738104206,1,1
20160901_1_8_1_2,that structural reforms are most effective,0.0,False,0,0,0,that structural reforms are most effective,0.0,0.0,0.4689712745941562,1,1
20130418_1_12_1_2,"what more , if anything , to do and prepare for an eventual exit from unconventional monetary policies",0.0,False,0,0,0,"what more , if anything , to do and prepare for an eventual exit from unconventional monetary policies",0.0,1.0,0.47213512909404387,1,1
20160901_1_28_1_1,Macroeconomic policies are most effective,0.0,False,0,0,0,Macroeconomic policies are most effective,0.0,0.0,0.4726253253070729,1,1
20110709_1_20_1_2,where the credibility of monetary policy is high,0.0,False,0,0,0,where the credibility of monetary policy is high,0.0,0.0,0.47424090897289206,1,1
20110709_1_2_1_1,The matter is more pressing in Europe due to sovereign contagion risks,0.0,False,0,0,0,The matter is more pressing in Europe due to sovereign contagion risks,0.0,0.0,0.47661494114044556,1,1
20141115_1_1_1_1,Prospects for an uneven recovery points to an asynchronous unwinding of monetary stimulus in advanced economies,0.0,False,0,0,0,Prospects for an uneven recovery points to an asynchronous unwinding of monetary stimulus in advanced economies,0.0,0.0,0.479200332069908,1,1
20091107_1_14_1_2,as private demand begins recovering,0.0,False,0,0,0,as private demand begins recovering,0.0,0.0,0.48018587872534746,1,1
20120225_1_8_1_1,"If downside risks materialize , the Federal Reserve , Bank of England , and Bank of Japan should stand ready to expand unconventional support",,True,0,0,future,"If downside risks materialize , the Federal Reserve , Bank of England , and Bank of Japan should stand ready to expand unconventional support",1.0,1.0,0.4802333262682468,0,0
20151115_1_3_1_1,"In advanced economies , accommodative monetary policy remains essential",,True,1,1,present,"In advanced economies , accommodative monetary policy remains essential",0.0,1.0,0.48123574938139246,0,0
20130719_1_24_1_2,where inflation is firmly anchored ,0.0,False,0,0,0,"where inflation is firmly anchored ,",0.0,0.0,0.4854192007073441,1,1
20110709_1_20_1_1,Authorities can afford to be more accommodative in those economies,,True,1,1,future,Authorities can afford to be more accommodative in those economies,1.0,1.0,0.4883848971222503,1,1
20121105_1_23_1_1,Room for monetary easing may also be limited,,True,0,0,past,Room for monetary easing may also be limited,0.0,1.0,0.4912664249532497,1,1
20091107_1_16_1_1,fiscal stimulus longer than needed has obvious and immediate consequences for debt accumulation,0.0,False,0,0,0,fiscal stimulus longer than needed has obvious and immediate consequences for debt accumulation,0.0,0.0,0.4920269121937877,1,1
20130719_1_33_1_2,should downside risks materialize,0.0,False,0,0,0,should downside risks materialize,0.0,0.0,0.49231005471473854,1,1
20130905_1_22_1_1,and more efforts to better anchor expectations may be required,0.0,False,0,0,0,and more efforts to better anchor expectations may be required,0.0,0.0,0.49389216552033754,1,1
20160226_2_6_1_1,"In the euro area , countries with fiscal space should do more to support growth for example , through infrastructure investment in Germany",0.0,False,0,0,0,"In the euro area , countries with fiscal space should do more to support growth for example , through infrastructure investment in Germany",0.0,0.0,0.49477743579646183,1,1
20091107_1_20_1_1,"The scale of fiscal adjustment required to ensure fiscal sustainability will be large , particularly in advanced economies",0.0,False,0,0,0,"The scale of fiscal adjustment required to ensure fiscal sustainability will be large , particularly in advanced economies",0.0,0.0,0.49720333215379553,1,1
20150904_1_17_1_1,"Hence , the program should be extended",0.0,False,0,0,0,"Hence , the program should be extended",0.0,0.0,0.499004281711543,1,1
20091107_1_8_1_1,"Forceful fiscal and monetary stimulus and financial sector support have helped ease financial stress and played an important role in supporting activity , but may need to be maintained for some time",,True,0,0,past,"Forceful fiscal and monetary stimulus and financial sector support have helped ease financial stress and played an important role in supporting activity , but may need to be maintained for some time",0.0,0.0,0.5002896870723562,1,1
20150904_1_2_1_1,"Notably , raising actual and potential growth remains a key objective",0.0,False,0,0,0,"Notably , raising actual and potential growth remains a key objective",0.0,0.0,0.5006081704602311,1,1
20100227_1_22_1_1,Fiscal tightening should also be the priority,,True,0,0,future,Fiscal tightening should also be the priority,0.0,0.0,0.5013495302057693,1,1
20121105_1_15_1_1,The effectiveness of the easing in Japan would be enhanced by broadening asset purchases to include more equities and corporate bonds and government bonds with longer maturities and by simultaneously adopting broad structural and fiscal reforms to achieve a sustained recovery,0.0,False,0,0,0,The effectiveness of the easing in Japan would be enhanced by broadening asset purchases to include more equities and corporate bonds and government bonds with longer maturities and by simultaneously adopting broad structural and fiscal reforms to achieve a sustained recovery,0.0,0.0,0.5116405482446931,1,1
20090708_1_6_2_2,that interest rates will remain low,0.0,False,0,0,0,that interest rates will remain low,1.0,1.0,0.5121792003039723,0,0
20140917_1_34_1_3,where their credibility has come into question,0.0,False,0,0,0,where their credibility has come into question,0.0,0.0,0.512363065919315,1,1
20140917_1_9_1_1,"However , the timing of the increase in policy rates may have to be adjusted in function of developments on the inflation and unemployment fronts",,True,1,1,future,"However , the timing of the increase in policy rates may have to be adjusted in function of developments on the inflation and unemployment fronts",0.0,1.0,0.5130835607803257,0,0
20100227_1_22_1_3,where market concerns regarding public debt sustainability are high or rising,0.0,False,0,0,0,where market concerns regarding public debt sustainability are high or rising,0.0,0.0,0.5160630455047449,1,1
20091107_1_15_1_3,that adjustment is a key priority,0.0,False,0,0,0,that adjustment is a key priority,0.0,0.0,0.5172122796434588,1,1
20140917_1_15_1_1,"Finally , communication should focus on the overarching goal of achieving the inflation target in a stable manner through a more transparent presentation of the BoJ 's forecast and underlying assumptions",0.0,False,0,0,0,"Finally , communication should focus on the overarching goal of achieving the inflation target in a stable manner through a more transparent presentation of the BoJ 's forecast and underlying assumptions",0.0,0.0,0.5173662001316697,1,1
20140917_1_41_1_1,Sustainably lowering inflation will also require further increases in the policy rate and a simpler monetary framework with clear objectives and operational autonomy for the RBI .,,True,-1,-1,future,Sustainably lowering inflation will also require further increases in the policy rate and a simpler monetary framework with clear objectives and operational autonomy for the RBI .,0.0,0.0,0.5187733044155106,0,0
20160721_1_17_1_2,emerging economies should rebuild policy buffers,0.0,False,0,0,0,emerging economies should rebuild policy buffers,0.0,0.0,0.5200427506990497,1,1
20100227_1_25_1_1,"The policy response would be to lower interest rates , thus reducing incentives for inflows , and to tighten fiscal policy particularly",0.0,False,0,0,0,"The policy response would be to lower interest rates , thus reducing incentives for inflows , and to tighten fiscal policy particularly",1.0,1.0,0.5228699829010661,0,0
20151115_1_12_1_2,that address financial stability risks,0.0,False,0,0,0,that address financial stability risks,0.0,0.0,0.5281388424482232,1,1
20120225_1_9_1_2,credit constraints would be also useful,0.0,False,0,0,0,credit constraints would be also useful,0.0,0.0,0.5289064794748094,1,1
20140917_1_40_1_1,"The government should articulate structural measures to underpin the consolidation path , including subsidy reform and progress on the Goods and Services Tax",0.0,False,0,0,0,"The government should articulate structural measures to underpin the consolidation path , including subsidy reform and progress on the Goods and Services Tax",0.0,0.0,0.5296874650137333,1,1
20120120_1_4_1_2,lest their efforts become self-defeating,0.0,False,0,0,0,lest their efforts become self-defeating,0.0,0.0,0.5300340814626855,1,1
20130221_1_12_1_3,while others may have to take measures to gradually tighten financial conditions,,True,0,0,future,while others may have to take measures to gradually tighten financial conditions,-1.0,1.0,0.536738638693628,0,0
20140219_1_28_1_1,"Specifically : On the monetary front , economies",0.0,False,0,0,0,"Specifically : On the monetary front , economies",0.0,0.0,0.5387889614487376,1,1
20120120_1_2_1_1,"ample liquidity and easy monetary policy , mainly in advanced economies",0.0,False,0,0,0,"ample liquidity and easy monetary policy , mainly in advanced economies",0.0,0.0,0.5388883294149874,1,1
20130719_1_17_1_2,as benefits still outweigh the costs,0.0,False,0,0,0,as benefits still outweigh the costs,0.0,0.0,0.5398230877654066,1,1
20101021_1_10_1_1,"At the same time , however , policymakers should be mindful of the impact of such action on other economies , notably through large and volatile capital flows",0.0,False,0,0,0,"At the same time , however , policymakers should be mindful of the impact of such action on other economies , notably through large and volatile capital flows",0.0,0.0,0.5469916938729152,1,1
20130418_1_21_1_2,which will boost credit and thus reduce its effectiveness,0.0,False,0,0,0,which will boost credit and thus reduce its effectiveness,0.0,0.0,0.5470694549777734,1,1
20130221_1_4_1_1,This will require making tangible progress toward a genuine economic monetary union starting with a banking union with greater fiscal integration,,True,1,1,future,This will require making tangible progress toward a genuine economic monetary union starting with a banking union with greater fiscal integration,0.0,0.0,0.5487366313646347,0,0
20090708_1_19_1_2,"as signs of an economic turnaround in the global economy become more prevalent , markets have begun to express their concern about the future ramifications of unprecedented policy actions and massive public intervention",0.0,False,0,0,0,"as signs of an economic turnaround in the global economy become more prevalent , markets have begun to express their concern about the future ramifications of unprecedented policy actions and massive public intervention",0.0,0.0,0.5488479108348444,1,1
20160901_1_16_1_1,"This process will benefit from continuing macroeconomic support including , for example , through the use of tax incentives and by providing protection for vulnerable households",0.0,False,0,0,0,"This process will benefit from continuing macroeconomic support including , for example , through the use of tax incentives and by providing protection for vulnerable households",0.0,0.0,0.549068779438817,1,1
20121105_1_10_1_2,while maintaining a very accommodative monetary policy should support demand,,True,0,0,future,while maintaining a very accommodative monetary policy should support demand,0.0,0.0,0.5508161175458087,1,1
20140219_1_17_1_2,although a number of countries are still tightening ,0.0,False,0,0,0,"although a number of countries are still tightening ,",0.0,0.0,0.5542086581277885,1,1
20121105_1_6_1_2,"if done properly , would help resolve their internal imbalances",0.0,False,0,0,0,"if done properly , would help resolve their internal imbalances",0.0,0.0,0.5547067128684289,1,1
20130719_1_17_1_1,"The Fed 's policy should thus remain accommodative , including through its UMP ",,True,1,1,future,"The Fed 's policy should thus remain accommodative , including through its UMP ,",0.0,1.0,0.5557727078668924,0,0
